,COD_ID,PAC_1,PAC_2,KEY,PN_CON_1,PN_CON_2,COMP,TIP_CND,x,y,TIP_UNID,P_N_OPE,COR_NOM,circ_Lin,circ_CTAT,circ_PAC_de,circ_PAC_pr,circ_cont,Cor,x1,y1,x2,y2,R1,X1,Corrente Max
0,46690752,84297380917809947AT,84297180917805247AT,SSDAT,49218834.0,49217516.0,47.043,16512290H-3,,,,,,11,84055813918392731AT,84297380917809947AT,84297180917805247AT,46,#6A5ACD,-35.8933758844,-7.4246972553,-35.8933909984,-7.4251219062,0.211,0.38,495
1,16520442,63203064926766017AT,63206030926789966AT,SSDAT,20013811.0,20013810.0,241.32,16512291H-3,,,,,,31,63154553925057175AT,63206030926789966AT,63203064926766017AT,247,#00FFFF,-37.8056237754,-6.6239780519,-37.8053607174,-6.6218115186,0.211,0.385,495
2,16520647,61559093922422870AT,61562314922416533AT,SSDAT,193298704.0,265687020.0,71.086,16512289H-3,,,,,,49,61546402922435765AT,61559093922422870AT,61562314922416533AT,4,#006400,-37.9534830478,-7.0171281624,-37.9531813262,-7.0176942164,0.268,0.304,322
3,16520649,52085488921731176AT,52112264921768010AT,SSDAT,20012760.0,20012783.0,455.379,16512289H-3,,,,,,2,50672794919216979AT,52085488921731176AT,52112264921768010AT,86,#1C1C1C,-34.9760942098,-7.137424153,-34.9760942098,-7.137424153,0.268,0.304,322
4,16520446,63206030926789966AT,63209946926819287AT,SSDAT,20013810.0,20013808.0,295.813,16512291H-3,,,,,,31,63154553925057175AT,63209946926819287AT,63206030926789966AT,245,#00FFFF,-37.8053607174,-6.6218115186,-37.8050129037,-6.6191588387,0.211,0.385,495
5,46690753,84297180917805247AT,84296180917798147AT,SSDAT,49217516.0,49217594.0,71.701,16512290H-3,,,,,,11,84055813918392731AT,84297180917805247AT,84296180917798147AT,47,#6A5ACD,-35.8933909984,-7.4251219062,-35.8934769799,-7.4257638413,0.211,0.38,495
6,16520650,52631681922440883AT,52653768922460640AT,SSDAT,20012439.0,20012851.0,296.34,16512289H-3,,,,,,30,52603094922414878AT,52631681922440883AT,52653768922460640AT,1,#778899,-38.7617157703,-7.0166157036,-38.7597167419,-7.014827309,0.268,0.304,322
7,16520448,63209946926819287AT,63212240926836975AT,SSDAT,20013808.0,20013807.0,178.361,16512291H-3,,,,,,31,63154553925057175AT,63212240926836975AT,63209946926819287AT,243,#00FFFF,-37.8050129037,-6.6191588387,-37.8048092657,-6.6175586156,0.211,0.385,495
8,46690754,84296180917798147AT,84294380917791347AT,SSDAT,49217594.0,49217593.0,70.342,16512290H-3,,,,,,11,84055813918392731AT,84296180917798147AT,84294380917791347AT,48,#6A5ACD,-35.8934769799,-7.4257638413,-35.8936355438,-7.4263791863,0.211,0.38,495
9,16520651,51715347921079220AT,51726497921099680AT,SSDAT,20012863.0,20012707.0,233.009,16512289H-3,,,,,,2,50672794919216979AT,51715347921079220AT,51726497921099680AT,60,#1C1C1C,-34.9760942098,-7.137424153,-34.9760942098,-7.137424153,0.268,0.304,322
10,16520449,63212240926836975AT,63215307926861334AT,SSDAT,20013807.0,20013916.0,245.513,16512291H-3,,,,,,31,63154553925057175AT,63215307926861334AT,63212240926836975AT,241,#00FFFF,-37.8048092657,-6.6175586156,-37.8045515497,-6.6153530247,0.211,0.385,495
11,66055413,94308307920809274AT,94314986920807765AT,SSDAT,66056302.0,66056300.0,68.473,66252126H-3,,,,,,39,94107382920710966AT,94308307920809274AT,94314986920807765AT,39,#66CDAA,-34.9903545337,-7.1468003354,-34.9897471334,-7.1469321229,1.364,0.32,750
12,16520652,59773570930514399AT,59796719930509136AT,SSDAT,20012306.0,20012259.0,237.397,16512297H-3,,,,,,32,59318483930426469AT,59773570930514399AT,59796719930509136AT,24,#00CED1,-38.1164318514,-6.2855811722,-38.1143384573,-6.2860536778,0.67,0.418,230
13,16520450,63215307926861334AT,63218231926884353AT,SSDAT,20013916.0,20013915.0,232.04,16512291H-3,,,,,,31,63154553925057175AT,63218231926884353AT,63215307926861334AT,239,#00FFFF,-37.8045515497,-6.6153530247,-37.8042920908,-6.6132705222,0.211,0.385,495
14,66055430,94314986920807765AT,94321882920806328AT,SSDAT,66056300.0,66056298.0,70.441,66252126H-3,,,,,,39,94107382920710966AT,94314986920807765AT,94321882920806328AT,40,#66CDAA,-34.9897471334,-7.1469321229,-34.9891206378,-7.1470570648,1.364,0.32,750
15,16520653,61356364923073977AT,61362235923082907AT,SSDAT,20010020.0,20009308.0,106.871,16512289H-3,,,,,,31,63154553925057175AT,61362235923082907AT,61356364923073977AT,866,#00FFFF,-37.9719640169,-6.9582793282,-37.9714343612,-6.9574704978,0.268,0.304,322
16,16520654,51995643921573436AT,52008574921596672AT,SSDAT,20012787.0,20012698.0,265.918,16512289H-3,,,,,,2,50672794919216979AT,51995643921573436AT,52008574921596672AT,79,#1C1C1C,-34.9760942098,-7.137424153,-34.9760942098,-7.137424153,0.268,0.304,322
17,66055439,94321889920806194AT,94327862920804795AT,SSDAT,66056298.0,66056297.0,61.346,66252126H-3,,,,,,42,94107339920710325AT,94321889920806194AT,94327862920804795AT,40,#00FA9A,-34.9891206378,-7.1470570648,-34.9885713427,-7.1471669773,1.364,0.32,750
18,16520451,63228331926959434AT,63230278926973638AT,SSDAT,20013909.0,20013908.0,143.368,16512291H-3,,,,,,31,63154553925057175AT,63230278926973638AT,63228331926959434AT,229,#00FFFF,-37.8033949181,-6.6064779068,-37.8032219102,-6.6051928557,0.211,0.385,495
19,16520656,50923880919746209AT,50949610919782193AT,SSDAT,20012802.0,20012776.0,442.366,16512289H-3,,,,,,2,50672794919216979AT,50923880919746209AT,50949610919782193AT,16,#1C1C1C,-34.9760942098,-7.137424153,-34.9760942098,-7.137424153,0.268,0.304,322
20,66055447,94321882920806328AT,94327917920804915AT,SSDAT,66056298.0,66056297.0,61.982,66252126H-3,,,,,,39,94107382920710966AT,94321882920806328AT,94327917920804915AT,41,#66CDAA,-34.9891206378,-7.1470570648,-34.9885713427,-7.1471669773,1.364,0.32,750
21,16520452,63230278926973638AT,63234372927002767AT,SSDAT,20013908.0,20013907.0,294.153,16512291H-3,,,,,,31,63154553925057175AT,63234372927002767AT,63230278926973638AT,227,#00FFFF,-37.8032219102,-6.6051928557,-37.8028579644,-6.602557503,0.211,0.385,495
22,46690801,95914194922115897AT,95917989922122312AT,SSDAT,49219381.0,49219380.0,74.535,16512296H-3,,,,,,5,95638767921098348AT,95917989922122312AT,95914194922115897AT,551,#696969,-34.8463396886,-7.0276197101,-34.8460021344,-7.0270379036,0.113,0.26,710
23,46690803,95921430922128098AT,95927032922137389AT,SSDAT,49219172.0,211561108.0,108.492,16512296H-3,,,,,,5,95638767921098348AT,95927032922137389AT,95921430922128098AT,545,#696969,-34.8456942623,-7.0265101382,-34.8451976171,-7.0256704044,0.113,0.26,710
24,46690804,95981830922118668AT,95982658922120339AT,SSDAT,283996625.0,283996675.0,18.649,16512296H-3,,,,,,5,95638767921098348AT,95982658922120339AT,95981830922118668AT,484,#696969,-34.8402341508,-7.0273154514,-34.8401607229,-7.0271640299,0.113,0.26,710
25,46690806,95971206920637445AT,95970430920643773AT,SSDAT,49218308.0,49216098.0,63.754,16512296H-3,,,,,,5,95638767921098348AT,95970430920643773AT,95971206920637445AT,781,#696969,-34.8399919849,-7.1609591223,-34.8400672627,-7.1603888496,0.113,0.26,710
26,46690807,95970430920643773AT,95969829920649120AT,SSDAT,49216098.0,49216167.0,53.807,16512296H-3,,,,,,5,95638767921098348AT,95969829920649120AT,95970430920643773AT,780,#696969,-34.8400672627,-7.1603888496,-34.8401259291,-7.1599069389,0.113,0.26,710
27,46690809,95865520921463192AT,95864554921465387AT,SSDAT,49217371.0,49219298.0,23.982,16512296H-3,,,,,,5,95638767921098348AT,95865520921463192AT,95864554921465387AT,145,#696969,-34.8502097259,-7.0865462394,-34.8502987462,-7.0863489848,0.113,0.26,710
28,46690810,95863176921463342AT,95859052921460806AT,SSDAT,49219379.0,49219252.0,48.414,16512296H-3,,,,,,5,95638767921098348AT,95863176921463342AT,95859052921460806AT,155,#696969,-34.850415721,-7.0865397796,-34.8507905054,-7.0867779039,0.113,0.26,710
29,46690694,84287180917930547AT,84287580917924147AT,SSDAT,49218738.0,49218099.0,64.125,16512290H-3,,,,,,11,84055813918392731AT,84287180917930547AT,84287580917924147AT,36,#6A5ACD,-35.8943753217,-7.4138106094,-35.8943350734,-7.4143884319,0.211,0.38,495
30,46690695,84287580917924147AT,84288280917917847AT,SSDAT,49218099.0,49218098.0,63.388,16512290H-3,,,,,,11,84055813918392731AT,84287580917924147AT,84288280917917847AT,37,#6A5ACD,-35.8943350734,-7.4143884319,-35.8942677412,-7.4149570318,0.211,0.38,495
31,46690696,84288280917917847AT,84288480917913447AT,SSDAT,49218098.0,49218097.0,44.045,16512290H-3,,,,,,11,84055813918392731AT,84288280917917847AT,84288480917913447AT,38,#6A5ACD,-35.8942677412,-7.4149570318,-35.8942468562,-7.4153543316,0.211,0.38,495
32,46690698,84289380917907347AT,84290280917895747AT,SSDAT,49218096.0,49216435.0,116.349,16512290H-3,,,,,,11,84055813918392731AT,84289380917907347AT,84290280917895747AT,40,#6A5ACD,-35.8941615519,-7.415904741,-35.8940727627,-7.4169519332,0.211,0.38,495
33,46690699,84290280917895747AT,84291680917879847AT,SSDAT,49216435.0,49217517.0,159.615,16512290H-3,,,,,,11,84055813918392731AT,84290280917895747AT,84291680917879847AT,41,#6A5ACD,-35.8940727627,-7.4169519332,-35.8939360019,-7.4183872026,0.211,0.38,495
34,46690700,84291680917879847AT,84293880917855647AT,SSDAT,49217517.0,49218775.0,242.998,16512290H-3,,,,,,11,84055813918392731AT,84291680917879847AT,84293880917855647AT,42,#6A5ACD,-35.8939360019,-7.4183872026,-35.8937215847,-7.4205716568,0.211,0.38,495
35,46690714,95131686920410507AT,95129428920403697AT,SSDAT,49216184.0,49218388.0,71.746,16512291H-3,,,,,,41,95247341920548721AT,95131686920410507AT,95129428920403697AT,65,#2F4F4F,-34.915645988,-7.182115757,-34.9158444881,-7.1827320274,0.211,0.385,495
36,46690732,94938715919679059AT,94936986919679777AT,SSDAT,48493800.0,115087847.0,18.722,16512289H-3,,,,,,15,93174322915954067AT,94938715919679059AT,94936986919679777AT,184,#191970,-34.9324893267,-7.2482690594,-34.9326461361,-7.2482056743,0.268,0.304,322
37,46681091,95700510921078131AT,95693195921081557AT,SSDAT,49216265.0,49216222.0,80.775,16512296H-3,,,,,,4,95377967920418724AT,95700510921078131AT,95693195921081557AT,198,#4F4F4F,-34.8648018943,-7.1214203206,-34.8654653889,-7.1211171348,0.113,0.26,710
38,46681092,95688109921084360AT,95683333921086786AT,SSDAT,49216264.0,49216146.0,53.568,16512296H-3,,,,,,4,95377967920418724AT,95688109921084360AT,95683333921086786AT,202,#4F4F4F,-34.8659270469,-7.1208683536,-34.8663603978,-7.1206533347,0.113,0.26,710
39,46683301,94591952918441767AT,94597346918451066AT,SSDAT,49215715.0,49215701.0,107.502,16512289H-3,,,,,,15,93174322915954067AT,94591952918441767AT,94597346918451066AT,124,#191970,-34.9628065647,-7.3602000419,-34.9623266397,-7.3593565722,0.268,0.304,322
40,46683302,94642857918529113AT,94652959918546472AT,SSDAT,49215761.0,49215700.0,200.845,16512289H-3,,,,,,15,93174322915954067AT,94642857918529113AT,94652959918546472AT,129,#191970,-34.9582770653,-7.3522771001,-34.957378228,-7.3507025239,0.268,0.304,322
41,46683303,94652959918546472AT,94661772918561544AT,SSDAT,49215700.0,49215699.0,174.595,16512289H-3,,,,,,15,93174322915954067AT,94652959918546472AT,94661772918561544AT,130,#191970,-34.957378228,-7.3507025239,-34.9565940264,-7.349335361,0.268,0.304,322
42,46683304,94704410918643924AT,94706800918657053AT,SSDAT,49215759.0,49215602.0,133.448,16512289H-3,,,,,,15,93174322915954067AT,94704410918643924AT,94706800918657053AT,136,#191970,-34.9528060972,-7.3418626891,-34.9526008234,-7.3406760031,0.268,0.304,322
43,46683305,94710539918677760AT,94717876918717649AT,SSDAT,49215767.0,49216589.0,405.582,16512289H-3,,,,,,15,93174322915954067AT,94710539918677760AT,94717876918717649AT,138,#191970,-34.9522798194,-7.3388045346,-34.9516493047,-7.3351994106,0.268,0.304,322
44,66055455,94327862920804795AT,94346354920791073AT,SSDAT,66056297.0,81376863.0,230.271,66252126H-3,,,,,,42,94107339920710325AT,94327862920804795AT,94346354920791073AT,41,#00FA9A,-34.9885713427,-7.1471669773,-34.9869101078,-7.1483936948,1.364,0.32,750
45,66055463,94327917920804915AT,94346496920791221AT,SSDAT,66056297.0,81376863.0,230.804,66252126H-3,,,,,,39,94107382920710966AT,94327917920804915AT,94346496920791221AT,42,#66CDAA,-34.9885713427,-7.1471669773,-34.9869101078,-7.1483936948,1.364,0.32,750
46,66055471,94346354920791073AT,94358389920781712AT,SSDAT,81376863.0,66056295.0,152.47,66252126H-3,,,,,,42,94107339920710325AT,94346354920791073AT,94358389920781712AT,42,#00FA9A,-34.9869101078,-7.1483936948,-34.9857948666,-7.1492260219,1.364,0.32,750
47,66055479,94346496920791221AT,94358464920781890AT,SSDAT,81376863.0,66056295.0,151.757,66252126H-3,,,,,,39,94107382920710966AT,94346496920791221AT,94358464920781890AT,43,#66CDAA,-34.9869101078,-7.1483936948,-34.9857948666,-7.1492260219,1.364,0.32,750
48,66055487,94358389920781712AT,94369666920772936AT,SSDAT,66056295.0,66056293.0,142.895,66252126H-3,,,,,,42,94107339920710325AT,94358389920781712AT,94369666920772936AT,43,#00FA9A,-34.9857948666,-7.1492260219,-34.9847666124,-7.1500294132,1.364,0.32,750
49,66055495,94358464920781890AT,94369735920773094AT,SSDAT,66056295.0,66056293.0,142.97,66252126H-3,,,,,,39,94107382920710966AT,94358464920781890AT,94369735920773094AT,44,#66CDAA,-34.9857948666,-7.1492260219,-34.9847666124,-7.1500294132,1.364,0.32,750
50,66055503,94369666920772936AT,94382943920762750AT,SSDAT,66056293.0,66056292.0,167.342,66252126H-3,,,,,,42,94107339920710325AT,94369666920772936AT,94382943920762750AT,44,#00FA9A,-34.9847666124,-7.1500294132,-34.9835616989,-7.1509177096,1.364,0.32,750
51,66055511,94369735920773094AT,94383010920762899AT,SSDAT,66056293.0,66056292.0,167.381,66252126H-3,,,,,,39,94107382920710966AT,94369735920773094AT,94383010920762899AT,45,#66CDAA,-34.9847666124,-7.1500294132,-34.9835616989,-7.1509177096,1.364,0.32,750
52,66055519,94382943920762750AT,94394604920753709AT,SSDAT,66056292.0,66056291.0,147.553,66252126H-3,,,,,,42,94107339920710325AT,94382943920762750AT,94394604920753709AT,45,#00FA9A,-34.9835616989,-7.1509177096,-34.9825099076,-7.151735777,1.364,0.32,750
53,66055543,94394604920753709AT,94404374920766476AT,SSDAT,66056291.0,66056290.0,160.764,66252126H-3,,,,,,42,94107339920710325AT,94394604920753709AT,94404374920766476AT,46,#00FA9A,-34.9825099076,-7.151735777,-34.9816488913,-7.1505672914,1.364,0.32,750
54,66055551,94404374920766476AT,94415933920781678AT,SSDAT,66056290.0,66056289.0,190.974,66252126H-3,,,,,,42,94107339920710325AT,94404374920766476AT,94415933920781678AT,47,#00FA9A,-34.9816488913,-7.1505672914,-34.9805932446,-7.1492050713,1.364,0.32,750
55,66055559,94404222920766580AT,94415694920781756AT,SSDAT,66056290.0,66056289.0,190.241,66252126H-3,,,,,,39,94107382920710966AT,94404222920766580AT,94415694920781756AT,48,#66CDAA,-34.9816488913,-7.1505672914,-34.9805932446,-7.1492050713,1.364,0.32,750
56,66055567,94415933920781678AT,94423548920791559AT,SSDAT,66056289.0,66056288.0,124.749,66252126H-3,,,,,,42,94107339920710325AT,94415933920781678AT,94423548920791559AT,48,#00FA9A,-34.9805932446,-7.1492050713,-34.979936476,-7.1482887934,1.364,0.32,750
57,46689371,93109685926013913AT,93115311926033131AT,SSDAT,49218245.0,49218313.0,200.246,16512291H-3,,,,,,76,DJP46781234,93109685926013913AT,93115311926033131AT,683,#8A2BE2,-35.1025406818,-6.6780022662,-35.1020553024,-6.676269028,0.211,0.385,495
58,66055209,94248102920794323AT,94253909920798099AT,SSDAT,66056314.0,66056313.0,69.267,66252126H-3,,,,,,42,94107339920710325AT,94248102920794323AT,94253909920798099AT,27,#00FA9A,-34.9957774816,-7.1481863058,-34.9952558254,-7.1478410066,1.364,0.32,750
59,83424766,88135146923669381AT,88156975923664858AT,SSDAT,83425857.0,83425859.0,222.927,16512291H-3,,,,,,27,87075180925253344AT,88135146923669381AT,88156975923664858AT,936,#4682B4,-35.5501439463,-6.8930501953,-35.548169214,-6.8934467747,0.211,0.385,495
60,83424774,88156975923664858AT,88179585923660122AT,SSDAT,83425859.0,83425861.0,231.007,16512291H-3,,,,,,27,87075180925253344AT,88156975923664858AT,88179585923660122AT,939,#4682B4,-35.548169214,-6.8934467747,-35.5461239228,-6.8938669452,0.211,0.385,495
61,83424782,88179585923660122AT,88199781923655886AT,SSDAT,83425861.0,83425862.0,206.355,16512291H-3,,,,,,27,87075180925253344AT,88179585923660122AT,88199781923655886AT,942,#4682B4,-35.5461239228,-6.8938669452,-35.5442974537,-6.8942279178,0.211,0.385,495
62,83424798,88232349923658502AT,88253479923658717AT,SSDAT,83425864.0,83425866.0,211.311,16512291H-3,,,,,,27,87075180925253344AT,88232349923658502AT,88253479923658717AT,948,#4682B4,-35.5413565869,-6.8939709239,-35.5394467902,-6.8939371184,0.211,0.385,495
63,83424814,88271954923651927AT,88283350923650909AT,SSDAT,83425868.0,83425870.0,114.414,16512291H-3,,,,,,27,87075180925253344AT,88271954923651927AT,88283350923650909AT,954,#4682B4,-35.537770918,-6.8945389888,-35.5367410746,-6.8946210888,0.211,0.385,495
64,83424822,88283350923650909AT,88318138923647877AT,SSDAT,83425870.0,83425872.0,349.199,16512291H-3,,,,,,27,87075180925253344AT,88283350923650909AT,88318138923647877AT,957,#4682B4,-35.5367410746,-6.8946210888,-35.5335967399,-6.8948747426,0.211,0.385,495
65,83424830,88318138923647877AT,88339602923641393AT,SSDAT,83425872.0,83425874.0,224.22,16512291H-3,,,,,,27,87075180925253344AT,88318138923647877AT,88339602923641393AT,963,#4682B4,-35.5335967399,-6.8948747426,-35.5316538562,-6.895453155,0.211,0.385,495
66,16520114,59635496930547011AT,59651082930542993AT,SSDAT,20012376.0,20012255.0,160.956,16512297H-3,,,,,,32,59318483930426469AT,59635496930547011AT,59651082930542993AT,15,#00CED1,-38.1289181889,-6.2826522989,-38.1275086662,-6.2830133857,0.67,0.418,230
67,16520116,63110738929763568AT,63128739929762985AT,SSDAT,20015219.0,20012478.0,180.104,16512297H-3,,,,,,32,59318483930426469AT,63110738929763568AT,63128739929762985AT,207,#00CED1,-37.814622783,-6.3528916682,-37.812997155,-6.3529550506,0.67,0.418,230
68,16520119,54555383923778383AT,54587870923778578AT,SSDAT,20009089.0,20009155.0,324.876,16512289H-3,,,,,,3,52751595922553404AT,54555383923778383AT,54587870923778578AT,110,#363636,-38.5876598897,-6.8954973891,-38.5847193287,-6.8954772011,0.268,0.304,322
69,16520120,53949830923299437AT,53979124923317927AT,SSDAT,20009175.0,20015067.0,346.413,16512289H-3,,,,,,3,52751595922553404AT,53949830923299437AT,53979124923317927AT,72,#363636,-38.6424394328,-6.9388661587,-38.6397888843,-6.9371915842,0.268,0.304,322
70,16520121,57582845924333593AT,57582237924335105AT,SSDAT,12913432.0,20014723.0,16.297,16512289H-3,,,,,,29,61546442922434015AT,57582845924333593AT,57582237924335105AT,269,#708090,-38.3137054933,-6.8449614013,-38.3137607126,-6.8448247143,0.268,0.304,322
71,16520122,51626107920922271AT,51665414920991524AT,SSDAT,20012709.0,20012864.0,796.305,16512289H-3,,,,,,2,50672794919216979AT,51626107920922271AT,51665414920991524AT,57,#1C1C1C,-34.9760942098,-7.137424153,-34.9760942098,-7.137424153,0.268,0.304,322
72,16520123,51403725920530419AT,51418888920557606AT,SSDAT,20012764.0,20012871.0,311.296,16512289H-3,,,,,,2,50672794919216979AT,51403725920530419AT,51418888920557606AT,43,#1C1C1C,-34.9760942098,-7.137424153,-34.9760942098,-7.137424153,0.268,0.304,322
73,16520125,54446313923765236AT,54469067923765661AT,SSDAT,20009158.0,20009091.0,227.58,16512289H-3,,,,,,3,52751595922553404AT,54446313923765236AT,54469067923765661AT,105,#363636,-38.5975314204,-6.8966950603,-38.5954718551,-6.896654875,0.268,0.304,322
74,16520127,63845150928992640AT,63844543929010644AT,SSDAT,20011829.0,20011831.0,180.142,16512290H-3,,,,,,31,63154553925057175AT,63845150928992640AT,63844543929010644AT,433,#00FFFF,-37.7480491852,-6.4224576972,-37.7481080423,-6.4208295483,0.211,0.38,495
75,16520132,63845396928984644AT,63845150928992640AT,SSDAT,20011832.0,20011829.0,79.998,16512290H-3,,,,,,31,63154553925057175AT,63845396928984644AT,63845150928992640AT,429,#00FFFF,-37.7480251769,-6.4231808007,-37.7480491852,-6.4224576972,0.211,0.38,495
76,16520133,63845885929148720AT,63845166929160457AT,SSDAT,20011775.0,20011774.0,117.59,16512290H-3,,,,,,31,63154553925057175AT,63845885929148720AT,63845166929160457AT,469,#00FFFF,-37.7480172854,-6.4083409266,-37.7480848757,-6.4072795899,0.211,0.38,495
77,16520134,63845988928965843AT,63845396928984644AT,SSDAT,20011833.0,20011832.0,188.103,16512290H-3,,,,,,31,63154553925057175AT,63845988928965843AT,63845396928984644AT,425,#00FFFF,-37.747967498,-6.4248811228,-37.7480251769,-6.4231808007,0.211,0.38,495
78,16520136,63153575926195108AT,63158783926202921AT,SSDAT,20013995.0,20014150.0,93.897,16512297H-3,,,,,,31,63154553925057175AT,63153575926195108AT,63158783926202921AT,77,#00FFFF,-37.8099780616,-6.6756288951,-37.8095086677,-6.6749210486,0.67,0.418,230
79,16520138,63155121925061510AT,63159643925068601AT,SSDAT,20013708.0,20013732.0,84.102,16512289H-3,,,,,,31,63154553925057175AT,63155121925061510AT,63159643925068601AT,2,#00FFFF,-37.8096192609,-6.7781286099,-37.809214503,-6.7774876541,0.268,0.304,322
80,16520143,63168335925791686AT,63162280925808483AT,SSDAT,20015130.0,49458993.0,178.55,16512297H-3,,,,,,31,63154553925057175AT,63168335925791686AT,63162280925808483AT,51,#00FFFF,-37.8085530319,-6.7120981226,-37.8091179482,-6.7105856842,0.67,0.418,230
81,16520145,63167633926643863AT,63171855926657963AT,SSDAT,20014003.0,20014002.0,147.185,16512297H-3,,,,,,31,63154553925057175AT,63167633926643863AT,63171855926657963AT,112,#00FFFF,-37.8088025299,-6.6350361446,-37.8084236257,-6.6337598241,0.67,0.418,230
82,16520160,61562314922416533AT,61566932922413317AT,SSDAT,265687020.0,20010262.0,56.275,16512289H-3,,,,,,49,61546402922435765AT,61562314922416533AT,61566932922413317AT,5,#006400,-37.9531813262,-7.0176942164,-37.9527714844,-7.0179905943,0.268,0.304,322
83,16520162,53188731922968807AT,53209473922977757AT,SSDAT,20015069.0,20009192.0,225.906,16512289H-3,,,,,,3,52751595922553404AT,53188731922968807AT,53209473922977757AT,35,#363636,-38.7113194212,-6.9688214142,-38.7094421322,-6.9680106592,0.268,0.304,322
84,16520163,59872975930491122AT,59902689930484116AT,SSDAT,20012309.0,20012185.0,305.288,16512297H-3,,,,,,32,59318483930426469AT,59872975930491122AT,59902689930484116AT,30,#00CED1,-38.1074458157,-6.2876853709,-38.1047552761,-6.2883004532,0.67,0.418,230
85,16520164,60504307930342344AT,60521729930338097AT,SSDAT,20012199.0,20012387.0,179.322,16512297H-3,,,,,,32,59318483930426469AT,60504307930342344AT,60521729930338097AT,64,#00CED1,-38.0503481153,-6.3010277227,-38.0487725102,-6.3014089929,0.67,0.418,230
86,83424410,87773439923743437AT,87780315923745506AT,SSDAT,83425801.0,83425802.0,71.805,16512291H-3,,,,,,27,87075180925253344AT,87773439923743437AT,87780315923745506AT,725,#4682B4,-35.5828747056,-6.8866080268,-35.5822547687,-6.8864167536,0.211,0.385,495
87,16520405,63201635925227830AT,63229197925258859AT,SSDAT,20013924.0,20013726.0,415.026,16512291H-3,,,,,,31,63154553925057175AT,63229197925258859AT,63201635925227830AT,389,#00FFFF,-37.8054400538,-6.7630821238,-37.8029505298,-6.7602720572,0.211,0.385,495
88,83424838,88339602923641393AT,88350932923635766AT,SSDAT,83425874.0,83425876.0,126.504,16512291H-3,,,,,,27,87075180925253344AT,88339602923641393AT,88350932923635766AT,968,#4682B4,-35.5316538562,-6.895453155,-35.5306264788,-6.8959537887,0.211,0.385,495
89,16520694,60037192930452104AT,60052055930448617AT,SSDAT,20012313.0,20012188.0,152.666,16512297H-3,,,,,,32,59318483930426469AT,60037192930452104AT,60052055930448617AT,38,#00CED1,-38.092591646,-6.2911750003,-38.0912475292,-6.2914880669,0.67,0.418,230
90,83424846,88350932923635766AT,88357666923637204AT,SSDAT,83425876.0,83425877.0,68.858,16512291H-3,,,,,,27,87075180925253344AT,88350932923635766AT,88357666923637204AT,973,#4682B4,-35.5306264788,-6.8959537887,-35.5300190012,-6.8958195209,0.211,0.385,495
91,83424418,87780315923745506AT,87782531923741276AT,SSDAT,83425802.0,83425803.0,47.753,16512291H-3,,,,,,27,87075180925253344AT,87780315923745506AT,87782531923741276AT,730,#4682B4,-35.5822547687,-6.8864167536,-35.5820518079,-6.886797282,0.211,0.385,495
92,16520695,54729183923775522AT,54736963923774219AT,SSDAT,20009084.0,20009150.0,78.884,16512289H-3,,,,,,3,52751595922553404AT,54729183923775522AT,54736963923774219AT,120,#363636,-38.5719301464,-6.8957566376,-38.5712237622,-6.8958595794,0.268,0.304,322
93,16520305,60935792920156948AT,60917937920154594AT,SSDAT,20014508.0,20014361.0,180.095,16512289H-3,,,,,,36,61546321922435265AT,60935792920156948AT,60917937920154594AT,140,#008B8B,-38.0094689038,-7.2221932077,-38.0110855287,-7.2224096241,0.268,0.304,322
94,83424862,88365411923640563AT,88371843923643351AT,SSDAT,53187916.0,83425879.0,70.102,16512291H-3,,,,,,27,87075180925253344AT,88365411923640563AT,88371843923643351AT,978,#4682B4,-35.5293272831,-6.8955034119,-35.5287421419,-6.8952551693,0.211,0.385,495
95,83424434,87784782923736496AT,87792692923736571AT,SSDAT,83425804.0,83425805.0,79.104,16512291H-3,,,,,,27,87075180925253344AT,87784782923736496AT,87792692923736571AT,740,#4682B4,-35.5818453272,-6.8872274511,-35.5811306737,-6.887215562,0.211,0.385,495
96,16520307,61086767920176499AT,61068812920174153AT,SSDAT,20014365.0,20014512.0,181.076,16512289H-3,,,,,,36,61546321922435265AT,61086767920176499AT,61068812920174153AT,132,#008B8B,-37.995799366,-7.2203950366,-37.99742503,-7.2206107948,0.268,0.304,322
97,16520697,63306518925630293AT,63284155925642466AT,SSDAT,20014132.0,20014047.0,254.615,16512297H-3,,,,,,31,63154553925057175AT,63306518925630293AT,63284155925642466AT,40,#00FFFF,-37.7960214019,-6.7266578354,-37.7980483811,-6.7255610654,0.67,0.418,230
98,83424442,87792692923736571AT,87799138923738777AT,SSDAT,83425805.0,83425806.0,68.13,16512291H-3,,,,,,27,87075180925253344AT,87792692923736571AT,87799138923738777AT,745,#4682B4,-35.5811306737,-6.887215562,-35.5805496793,-6.8870121948,0.211,0.385,495
99,83424870,88371843923643351AT,88379450923646683AT,SSDAT,83425879.0,83425880.0,83.047,16512291H-3,,,,,,27,87075180925253344AT,88371843923643351AT,88379450923646683AT,980,#4682B4,-35.5287421419,-6.8952551693,-35.5280570384,-6.8949493099,0.211,0.385,495
100,16520308,61099566920177683AT,61086767920176499AT,SSDAT,20014513.0,20014365.0,128.536,16512289H-3,,,,,,36,61546321922435265AT,61099566920177683AT,61086767920176499AT,131,#008B8B,-37.9946421877,-7.220271021,-37.995799366,-7.2203950366,0.268,0.304,322
